asset_id,asset_type,business_unit,internet_exposed,asset_criticality,data_sensitivity,revenue_dependency
AST-008344,Workstation,Sales,1,2,1,Medium
AST-008345,Cloud_Storage,Finance,0,2,1,Medium
AST-008346,Workstation,Operations,0,2,2,High
AST-008347,Network_Device,Marketing,0,2,3,High
AST-008348,Server,Engineering,1,2,3,High
AST-008349,Workstation,Marketing,0,3,1,High
AST-008350,Workstation,Marketing,1,2,1,Medium
AST-008351,Network_Device,Operations,0,1,1,Low
AST-008352,Server,Sales,1,1,2,High
AST-008353,Network_Device,Sales,0,1,1,Medium
AST-008354,Workstation,Sales,0,2,1,Medium
AST-008355,Server,Sales,0,1,3,High
AST-008356,Database,Operations,1,2,2,Medium
AST-008357,Server,Engineering,1,1,1,Low
AST-008358,Workstation,HR,1,3,1,Medium
AST-008359,Server,Finance,1,3,2,Medium
AST-008360,Server,Sales,0,1,2,High
AST-008361,Network_Device,Sales,1,2,2,Medium
AST-008362,Server,Finance,1,5,1,Critical
AST-008363,Server,Sales,0,1,3,Medium
AST-008364,Workstation,HR,0,4,2,High
AST-008365,Workstation,Marketing,0,2,3,High
AST-008366,Workstation,Finance,0,2,1,Low
AST-008367,Workstation,Engineering,1,1,1,Low
AST-008368,Workstation,Finance,0,3,1,High
AST-008369,Workstation,HR,0,2,3,High
AST-008370,Server,Operations,0,3,1,Low
AST-008371,Server,Engineering,0,3,1,Medium
AST-008372,Workstation,Marketing,0,2,1,Medium
AST-008373,Database,Sales,1,1,2,Medium
AST-008374,Workstation,Finance,0,1,3,Medium
AST-008375,Workstation,Engineering,1,1,3,Medium
AST-008376,Database,Finance,0,4,2,Critical
AST-008377,Server,Marketing,1,1,4,Medium
AST-008378,Server,Finance,0,1,1,Low
AST-008379,Workstation,Engineering,0,1,3,High
AST-008380,Workstation,HR,0,4,1,Medium
AST-008381,Workstation,Operations,1,2,1,Low
AST-008382,Server,Engineering,0,5,1,Critical
AST-008383,Workstation,Finance,0,3,1,Medium
AST-008384,Network_Device,Marketing,1,4,1,High
AST-008385,Server,Sales,0,1,1,Medium
AST-008386,Workstation,Sales,0,1,1,Medium
AST-008387,Cloud_Storage,Marketing,0,1,1,Low
AST-008388,Database,Finance,0,2,1,Medium
AST-008389,Workstation,Operations,0,3,3,Critical
AST-008390,Server,Marketing,0,1,3,Medium
AST-008391,Workstation,Finance,1,1,4,High
AST-008392,Server,Engineering,0,2,2,High
AST-008393,Cloud_Storage,Operations,0,1,2,Medium
AST-008394,Workstation,HR,0,2,3,High
AST-008395,Workstation,Finance,0,1,2,Low
AST-008396,Workstation,Sales,0,2,1,High
AST-008397,Workstation,Sales,1,2,1,Medium
AST-008398,Workstation,Operations,1,2,1,Low
AST-008399,Network_Device,HR,1,1,3,High
AST-008400,Cloud_Storage,Finance,0,1,2,Low
AST-008401,Workstation,HR,1,3,1,High
AST-008402,Cloud_Storage,Engineering,1,3,1,High
AST-008403,Workstation,HR,0,2,1,High
AST-008404,Workstation,Engineering,0,2,2,High
AST-008405,Workstation,Sales,0,1,2,Medium
AST-008406,Server,Engineering,0,4,1,Medium
AST-008407,Server,Finance,1,3,1,Medium
AST-008408,Server,Operations,0,2,2,Medium
AST-008409,Workstation,Operations,0,4,4,Critical
AST-008410,Database,Finance,0,1,3,Medium
AST-008411,Workstation,Finance,0,2,1,Medium
AST-008412,Cloud_Storage,Finance,0,5,1,Critical
AST-008413,Database,Marketing,1,1,1,Low
AST-008414,Workstation,Engineering,0,1,2,Low
AST-008415,Server,Finance,1,3,2,Medium
AST-008416,Server,Operations,0,1,1,Low
AST-008417,Workstation,HR,0,4,2,High
AST-008418,Workstation,HR,0,1,1,Low
AST-008419,Workstation,Marketing,1,2,4,Critical
AST-008420,Server,Engineering,0,1,1,Low
AST-008421,Workstation,Engineering,0,1,1,Medium
AST-008422,Server,Engineering,0,4,2,Critical
AST-008423,Server,Operations,1,3,2,High
AST-008424,Server,Operations,0,1,2,Medium
AST-008425,Server,Marketing,0,1,4,High
AST-008426,Database,Engineering,0,3,1,Medium
AST-008427,Server,Engineering,0,3,1,Medium
AST-008428,Cloud_Storage,Finance,1,3,3,High
AST-008429,Database,Engineering,1,2,2,Medium
AST-008430,Server,Operations,0,1,1,Low
AST-008431,Server,Finance,1,4,2,Critical
AST-008432,Workstation,Finance,1,3,2,Medium
AST-008433,Server,Engineering,0,2,1,Medium
AST-008434,Network_Device,HR,1,2,1,Medium
AST-008435,Cloud_Storage,Sales,0,2,1,Medium
AST-008436,Server,Operations,0,3,1,Low
AST-008437,Workstation,HR,0,3,3,High
AST-008438,Server,Engineering,0,4,1,High
AST-008439,Workstation,Engineering,0,2,1,Medium
AST-008440,Workstation,HR,1,2,2,Medium
AST-008441,Server,Engineering,1,4,2,Critical
AST-008442,Server,Operations,1,1,2,Medium
AST-008443,Workstation,Finance,0,2,1,Medium
AST-008444,Workstation,Marketing,1,2,3,High
AST-008445,Server,Engineering,0,4,2,Critical
AST-008446,Workstation,Engineering,0,1,1,Low
AST-008447,Workstation,HR,0,1,3,Low
AST-008448,Network_Device,Finance,0,1,1,Low
AST-008449,Server,HR,0,1,3,Medium
AST-008450,Workstation,Operations,0,1,2,Medium
AST-008451,Workstation,HR,1,2,3,High
AST-008452,Server,Engineering,1,4,1,High
AST-008453,Workstation,Finance,1,2,3,High
AST-008454,Workstation,Operations,0,1,2,Medium
AST-008455,Cloud_Storage,Engineering,1,4,2,Critical
AST-008456,Server,Operations,1,2,1,Low
AST-008457,Workstation,Engineering,0,1,4,High
AST-008458,Database,Engineering,1,1,1,Medium
AST-008459,Cloud_Storage,Engineering,0,3,1,High
AST-008460,Database,Marketing,0,3,2,High
AST-008461,Cloud_Storage,Sales,0,2,1,Medium
AST-008462,Cloud_Storage,Finance,0,1,1,Low
AST-008463,Server,Marketing,1,3,2,High
AST-008464,Network_Device,Sales,0,1,1,Low
AST-008465,Cloud_Storage,Operations,0,3,3,Critical
AST-008466,Server,Sales,1,2,2,Medium
AST-008467,Workstation,Sales,1,1,2,Medium
AST-008468,Workstation,Marketing,0,1,1,Low
AST-008469,Server,Finance,0,1,2,Low
AST-008470,Server,HR,0,1,3,Medium
AST-008471,Server,Sales,0,1,1,Low
AST-008472,Server,HR,0,2,1,Medium
AST-008473,Workstation,HR,0,2,1,Medium
AST-008474,Server,Engineering,1,2,2,Medium
AST-008475,Network_Device,HR,1,2,2,Low
AST-008476,Workstation,Operations,0,3,1,Medium
AST-008477,Server,Operations,0,4,2,High
AST-008478,Workstation,Engineering,0,1,3,Medium
AST-008479,Workstation,Finance,0,2,1,Low
AST-008480,Cloud_Storage,Finance,0,1,2,Medium
AST-008481,Server,Operations,0,1,3,Medium
AST-008482,Server,Engineering,0,2,4,High
AST-008483,Cloud_Storage,Finance,0,2,1,Medium
AST-008484,Cloud_Storage,Sales,0,3,1,Medium
AST-008485,Workstation,Finance,0,2,4,Critical
AST-008486,Workstation,Engineering,0,1,1,Low
AST-008487,Server,Operations,0,4,2,Critical
AST-008488,Workstation,Sales,0,1,2,Medium
AST-008489,Server,HR,0,1,2,Medium
AST-008490,Server,HR,0,1,1,Medium
AST-008491,Network_Device,HR,0,5,3,Critical
AST-008492,Server,Operations,0,2,1,Medium
AST-008493,Workstation,Engineering,1,2,2,Medium
AST-008494,Cloud_Storage,HR,0,3,1,Medium
AST-008495,Server,Finance,0,2,1,Low
AST-008496,Cloud_Storage,HR,1,3,1,Medium
AST-008497,Cloud_Storage,Marketing,1,2,4,Critical
AST-008498,Workstation,Operations,0,5,2,Critical
AST-008499,Server,Marketing,1,3,2,Critical
AST-008500,Database,HR,0,2,2,Medium
AST-008501,Workstation,HR,1,1,1,Low
AST-008502,Database,Marketing,0,4,2,High
AST-008503,Server,Operations,1,2,1,High
AST-008504,Cloud_Storage,Operations,1,2,2,Medium
AST-008505,Server,HR,0,3,1,Medium
AST-008506,Workstation,Operations,1,2,3,Medium
AST-008507,Server,Sales,0,1,2,High
AST-008508,Workstation,Operations,0,1,1,Low
AST-008509,Cloud_Storage,Marketing,0,2,1,Medium
AST-008510,Server,Engineering,1,1,1,Low
AST-008511,Server,Marketing,0,2,3,High
AST-008512,Workstation,Finance,0,3,1,Medium
AST-008513,Workstation,Sales,0,1,1,Low
AST-008514,Workstation,Engineering,0,1,1,Low
AST-008515,Database,HR,0,3,4,High
AST-008516,Server,Finance,1,2,2,Medium
AST-008517,Cloud_Storage,Finance,1,1,1,Low
AST-008518,Cloud_Storage,Sales,0,3,2,High
AST-008519,Workstation,Engineering,0,2,4,Critical
AST-008520,Network_Device,Finance,0,1,2,Low
AST-008521,Workstation,Engineering,0,1,1,Low
AST-008522,Workstation,Engineering,0,1,1,Low
AST-008523,Server,Operations,0,3,1,High
AST-008524,Workstation,Finance,0,2,1,Low
AST-008525,Workstation,Engineering,0,2,2,Medium
AST-008526,Server,Sales,1,4,2,High
AST-008527,Workstation,Finance,1,1,3,Low
AST-008528,Workstation,Sales,0,1,2,Medium
AST-008529,Workstation,Sales,0,1,1,Low
AST-008530,Workstation,Engineering,0,1,2,Low
AST-008531,Cloud_Storage,Engineering,1,2,2,Medium
AST-008532,Server,Operations,0,2,1,Low
AST-008533,Workstation,Operations,1,1,2,Low
AST-008534,Workstation,Finance,0,1,1,Medium
AST-008535,Workstation,Operations,0,1,1,Low
AST-008536,Database,HR,0,5,2,Critical
AST-008537,Server,Finance,0,2,1,Medium
AST-008538,Network_Device,Sales,0,2,2,Medium
AST-008539,Workstation,Operations,0,1,1,Medium
AST-008540,Network_Device,Operations,1,2,3,High
AST-008541,Workstation,Operations,0,1,3,High
AST-008542,Workstation,Engineering,0,5,4,Critical
AST-008543,Network_Device,Sales,0,3,3,High
AST-008544,Workstation,Operations,0,2,4,High
AST-008545,Database,Marketing,0,2,2,Medium
AST-008546,Workstation,Marketing,0,2,4,High
AST-008547,Network_Device,Sales,0,1,2,Medium
AST-008548,Database,Operations,0,1,3,Low
AST-008549,Database,HR,0,2,1,Low
AST-008550,Server,HR,0,1,2,High
AST-008551,Cloud_Storage,Finance,1,1,3,Medium
AST-008552,Server,Finance,0,2,2,Medium
AST-008553,Workstation,Operations,1,4,1,High
AST-008554,Workstation,Finance,0,4,2,High
AST-008555,Workstation,Engineering,0,1,2,Low
AST-008556,Workstation,HR,0,1,2,Medium
AST-008557,Server,Sales,0,2,2,Medium
AST-008558,Workstation,Operations,0,3,1,High
AST-008559,Workstation,Operations,0,5,3,Critical
AST-008560,Network_Device,Marketing,0,4,2,Critical
AST-008561,Server,HR,0,2,1,Medium
AST-008562,Network_Device,HR,1,1,3,High
AST-008563,Workstation,HR,1,1,1,Medium
AST-008564,Network_Device,Finance,0,1,1,Low
AST-008565,Workstation,Engineering,0,2,3,High
AST-008566,Workstation,Sales,0,1,3,High
AST-008567,Cloud_Storage,Finance,0,3,1,Low
AST-008568,Network_Device,Engineering,1,3,1,Medium
AST-008569,Workstation,HR,0,1,1,Low
AST-008570,Server,Engineering,0,4,3,Critical
AST-008571,Database,Finance,0,2,3,High
AST-008572,Database,HR,1,4,1,Critical
AST-008573,Server,Finance,0,4,1,High
AST-008574,Server,Sales,0,1,1,Medium
AST-008575,Network_Device,HR,0,1,3,Medium
AST-008576,Server,Engineering,0,1,1,Low
AST-008577,Workstation,Finance,0,3,2,High
AST-008578,Server,Marketing,1,2,2,Medium
AST-008579,Database,Engineering,0,4,1,Critical
AST-008580,Server,Engineering,1,1,1,Low
AST-008581,Server,HR,0,2,1,Medium
AST-008582,Workstation,Operations,0,5,2,Critical
AST-008583,Network_Device,Engineering,1,2,3,High
AST-008584,Server,Finance,0,1,2,Low
AST-008585,Workstation,Marketing,1,2,1,Medium
AST-008586,Workstation,Sales,1,1,1,Low
AST-008587,Network_Device,Marketing,0,1,1,Low
AST-008588,Workstation,Finance,1,1,1,Low
AST-008589,Workstation,HR,1,1,2,Medium
AST-008590,Workstation,Finance,0,3,4,Critical
AST-008591,Network_Device,Operations,0,1,3,Medium
AST-008592,Server,Operations,0,3,2,Medium
AST-008593,Workstation,Operations,0,1,2,Medium
AST-008594,Cloud_Storage,Engineering,0,1,3,Medium
AST-008595,Workstation,HR,0,1,2,Medium
AST-008596,Workstation,Operations,0,1,2,High
AST-008597,Workstation,Sales,0,1,1,Low
AST-008598,Database,Sales,0,2,1,Medium
AST-008599,Workstation,Finance,0,5,1,Critical
AST-008600,Workstation,Operations,0,1,3,Medium
AST-008601,Workstation,Engineering,1,1,2,Low
AST-008602,Workstation,Sales,0,1,1,Low
AST-008603,Network_Device,Marketing,0,4,2,High
AST-008604,Server,HR,0,2,1,Low
AST-008605,Workstation,Marketing,0,3,3,High
AST-008606,Workstation,Sales,0,1,1,Medium
AST-008607,Workstation,Sales,1,1,2,Medium
AST-008608,Server,Finance,0,1,2,Medium
AST-008609,Workstation,Finance,1,4,4,Critical
AST-008610,Network_Device,Operations,0,1,2,Medium
AST-008611,Workstation,HR,0,2,3,High
AST-008612,Cloud_Storage,Operations,1,2,1,High
AST-008613,Cloud_Storage,Finance,1,2,1,Medium
AST-008614,Server,Engineering,0,1,1,Medium
AST-008615,Server,HR,1,2,2,Medium
AST-008616,Cloud_Storage,Engineering,0,1,1,Low
AST-008617,Cloud_Storage,Operations,1,5,1,Critical
AST-008618,Server,Finance,0,1,2,Medium
AST-008619,Server,HR,1,1,2,Low
AST-008620,Server,Operations,0,1,2,Low
AST-008621,Cloud_Storage,Sales,0,3,1,Critical
AST-008622,Server,Operations,0,1,3,Medium
AST-008623,Workstation,Marketing,0,2,2,High
AST-008624,Network_Device,Sales,0,1,1,Low
AST-008625,Server,Engineering,0,1,2,Medium
AST-008626,Workstation,Sales,0,2,1,Medium
AST-008627,Server,Operations,1,1,2,Low
AST-008628,Network_Device,Sales,0,2,1,Medium
AST-008629,Server,Marketing,1,3,3,High
AST-008630,Workstation,Operations,0,4,4,Critical
AST-008631,Workstation,Marketing,0,1,1,Medium
AST-008632,Server,Sales,0,2,1,Medium
AST-008633,Server,Marketing,0,4,1,High
AST-008634,Workstation,Sales,0,3,2,High
AST-008635,Server,HR,0,1,1,Medium
AST-008636,Network_Device,Sales,0,2,3,High
AST-008637,Network_Device,Finance,0,4,1,High
AST-008638,Workstation,Marketing,0,2,2,Low
AST-008639,Workstation,Marketing,1,3,1,Medium
AST-008640,Workstation,Engineering,1,2,3,High
AST-008641,Network_Device,Engineering,1,1,1,Low
AST-008642,Workstation,Finance,1,1,2,Medium
AST-008643,Server,Marketing,0,1,2,Low
AST-008644,Server,Marketing,0,1,2,Medium
AST-008645,Workstation,Engineering,1,4,1,Critical
AST-008646,Workstation,Engineering,0,2,1,Medium
AST-008647,Workstation,Sales,1,3,2,Medium
AST-008648,Server,Operations,0,2,3,Medium
AST-008649,Workstation,Marketing,0,1,1,Low
AST-008650,Server,Marketing,0,1,1,Low
AST-008651,Server,Sales,1,4,1,High
AST-008652,Workstation,Marketing,1,2,2,High
AST-008653,Server,Finance,1,2,2,Medium
AST-008654,Workstation,Engineering,0,5,2,High
AST-008655,Database,Engineering,0,1,1,Low
AST-008656,Workstation,Operations,0,4,1,High
AST-008657,Workstation,Engineering,1,4,2,High
AST-008658,Server,HR,0,1,1,Low
AST-008659,Server,Finance,0,1,1,Low
AST-008660,Network_Device,Finance,0,5,2,Critical
AST-008661,Workstation,Sales,0,2,1,Low
AST-008662,Workstation,HR,0,1,3,Medium
AST-008663,Server,Marketing,0,2,1,Low
AST-008664,Workstation,Operations,0,2,1,Low
AST-008665,Workstation,Finance,1,3,1,Medium
AST-008666,Workstation,HR,0,4,2,High
AST-008667,Workstation,HR,0,4,2,Medium
AST-008668,Server,Finance,0,4,2,High
AST-008669,Server,Sales,1,1,1,Medium
AST-008670,Network_Device,HR,0,3,1,Medium
AST-008671,Cloud_Storage,Engineering,0,1,1,Low
AST-008672,Server,HR,0,1,4,Medium
AST-008673,Workstation,Marketing,0,3,1,Medium
AST-008674,Server,Finance,1,2,2,Medium
AST-008675,Server,Marketing,1,4,3,Critical
AST-008676,Database,Sales,0,1,1,Medium
AST-008677,Server,Operations,0,3,2,Medium
AST-008678,Workstation,Engineering,0,1,1,Medium
AST-008679,Workstation,Finance,0,1,1,Medium
AST-008680,Server,HR,1,2,1,Low
AST-008681,Server,Engineering,0,1,3,Medium
AST-008682,Network_Device,HR,0,2,1,Low
AST-008683,Server,Sales,1,4,1,High
AST-008684,Workstation,Operations,0,2,1,Medium
AST-008685,Database,Finance,0,1,1,Medium
AST-008686,Workstation,Sales,0,1,3,Medium
AST-008687,Database,Sales,0,2,1,Low
AST-008688,Server,Operations,1,2,3,High
AST-008689,Server,Sales,0,2,3,High
AST-008690,Server,Sales,0,1,3,Medium
AST-008691,Workstation,HR,0,3,1,High
AST-008692,Workstation,Marketing,0,1,1,Low
AST-008693,Server,HR,1,2,2,High
AST-008694,Server,Operations,0,2,1,Low
AST-008695,Workstation,Engineering,1,1,2,Medium
AST-008696,Workstation,Operations,1,3,1,High
AST-008697,Cloud_Storage,Operations,1,2,4,High
AST-008698,Workstation,Operations,1,2,1,Medium
AST-008699,Workstation,Operations,0,2,1,Medium
AST-008700,Workstation,Sales,1,4,2,High
AST-008701,Cloud_Storage,Operations,0,2,1,Medium
AST-008702,Network_Device,Engineering,0,1,1,Low
AST-008703,Database,Operations,0,1,1,Low
AST-008704,Server,HR,0,1,1,Low
AST-008705,Server,Sales,0,1,1,Low
AST-008706,Workstation,HR,0,5,1,High
AST-008707,Workstation,Sales,0,2,1,Low
AST-008708,Workstation,HR,0,4,1,High
AST-008709,Server,Finance,0,1,1,Low
AST-008710,Workstation,Marketing,1,2,2,Medium
AST-008711,Network_Device,Marketing,0,5,1,Medium
AST-008712,Server,Sales,0,1,1,Low
AST-008713,Workstation,Finance,0,2,3,High
AST-008714,Workstation,Engineering,0,4,2,Critical
AST-008715,Network_Device,Finance,0,4,1,High
AST-008716,Network_Device,Sales,0,3,4,Critical
AST-008717,Workstation,Finance,0,4,2,High
AST-008718,Workstation,Engineering,0,2,1,Low
AST-008719,Network_Device,Sales,0,1,4,High
AST-008720,Workstation,Marketing,1,3,1,High
AST-008721,Database,Operations,0,5,4,Critical
AST-008722,Workstation,Finance,1,2,1,Medium
AST-008723,Server,Marketing,1,1,1,Low
AST-008724,Database,Marketing,0,2,2,Medium
AST-008725,Network_Device,HR,1,2,1,Medium
AST-008726,Workstation,Engineering,1,1,1,Low
AST-008727,Workstation,Operations,0,3,2,Medium
AST-008728,Server,Finance,0,2,1,High
AST-008729,Database,Marketing,0,2,3,Medium
AST-008730,Server,Marketing,0,1,1,Low
AST-008731,Server,Engineering,0,1,3,Medium
AST-008732,Workstation,Operations,1,2,1,Medium
AST-008733,Server,Operations,1,2,2,Medium
AST-008734,Workstation,Marketing,0,1,1,Low
AST-008735,Database,Marketing,1,1,2,Low
AST-008736,Cloud_Storage,Marketing,1,1,1,Low
AST-008737,Database,Marketing,0,2,1,Medium
AST-008738,Server,HR,0,5,1,Medium
AST-008739,Server,HR,0,3,1,Medium
AST-008740,Workstation,Operations,1,4,1,High
AST-008741,Workstation,Sales,1,2,2,Medium
AST-008742,Workstation,Finance,0,2,1,Medium
AST-008743,Workstation,Engineering,0,1,1,Low
AST-008744,Server,Sales,1,3,3,High
AST-008745,Workstation,HR,1,2,2,High
AST-008746,Workstation,HR,0,3,3,High
AST-008747,Server,HR,0,2,3,High
AST-008748,Server,Sales,1,1,1,Low
AST-008749,Server,HR,0,1,4,High
AST-008750,Server,Sales,0,3,1,Medium
AST-008751,Workstation,HR,1,1,3,Medium
AST-008752,Server,Marketing,0,1,2,Low
AST-008753,Server,Marketing,1,4,2,High
AST-008754,Server,Finance,0,2,2,Medium
AST-008755,Cloud_Storage,HR,0,1,3,Low
AST-008756,Network_Device,Finance,0,1,2,Low
AST-008757,Server,Sales,0,1,1,Low
AST-008758,Database,Finance,0,2,1,Medium
AST-008759,Server,HR,0,3,2,Medium
AST-008760,Workstation,Sales,0,1,1,Medium
AST-008761,Server,Sales,1,4,2,Critical
AST-008762,Workstation,Marketing,0,1,2,High
AST-008763,Workstation,Sales,0,1,1,Medium
AST-008764,Network_Device,Sales,0,5,2,Critical
AST-008765,Server,Finance,0,1,2,Medium
AST-008766,Network_Device,Operations,0,4,3,Critical
AST-008767,Workstation,Sales,0,3,1,Medium
AST-008768,Server,Engineering,1,1,3,Low
AST-008769,Database,Operations,0,2,4,High
AST-008770,Server,Marketing,0,2,3,High
AST-008771,Server,Marketing,0,4,3,Critical
AST-008772,Server,Sales,0,2,2,Medium
AST-008773,Workstation,Finance,0,2,1,Low
AST-008774,Workstation,Operations,1,1,2,Low
AST-008775,Cloud_Storage,Marketing,0,2,2,Medium
AST-008776,Server,Marketing,0,1,3,Medium
AST-008777,Cloud_Storage,Engineering,0,1,2,Low
AST-008778,Server,Sales,1,5,2,High
AST-008779,Workstation,Operations,0,1,2,Medium
AST-008780,Database,Marketing,0,1,1,Low
AST-008781,Server,Marketing,0,2,1,Low
AST-008782,Network_Device,Marketing,1,3,2,High
AST-008783,Database,Marketing,0,1,1,Low
AST-008784,Workstation,Finance,0,1,1,Medium
AST-008785,Workstation,HR,1,1,2,Low
AST-008786,Workstation,Engineering,0,1,2,Low
AST-008787,Workstation,Finance,0,2,2,Medium
AST-008788,Workstation,Engineering,0,2,3,High
AST-008789,Server,Marketing,1,2,1,Medium
AST-008790,Workstation,Engineering,0,2,1,Low
AST-008791,Network_Device,Sales,0,3,2,High
AST-008792,Server,Sales,1,2,3,High
AST-008793,Server,HR,0,4,2,Critical
AST-008794,Workstation,HR,0,2,1,Medium
AST-008795,Workstation,Engineering,1,3,2,Medium
AST-008796,Workstation,Finance,0,2,3,Medium
AST-008797,Server,Finance,0,2,1,Medium
AST-008798,Workstation,Marketing,0,3,1,High
AST-008799,Server,Finance,0,1,2,Medium
AST-008800,Workstation,HR,1,2,1,Low
AST-008801,Workstation,Finance,0,3,1,Medium
AST-008802,Server,Marketing,0,3,1,High
AST-008803,Workstation,Sales,1,2,1,Low
AST-008804,Cloud_Storage,Finance,0,2,1,Low
AST-008805,Workstation,Finance,0,1,1,Medium
AST-008806,Network_Device,HR,0,4,1,High
AST-008807,Workstation,Engineering,0,1,3,Medium
AST-008808,Workstation,Sales,0,3,1,Medium
AST-008809,Server,Engineering,0,1,2,Medium
AST-008810,Server,Marketing,0,1,3,Medium
AST-008811,Server,Marketing,0,1,1,Medium
AST-008812,Workstation,Engineering,0,2,1,Medium
AST-008813,Network_Device,HR,0,1,2,Medium
AST-008814,Database,Operations,0,1,1,Low
AST-008815,Workstation,HR,0,1,1,Low
AST-008816,Workstation,Operations,0,1,3,Medium
AST-008817,Workstation,Operations,0,1,1,Medium
AST-008818,Database,HR,0,1,2,Medium
AST-008819,Workstation,Operations,0,3,3,High
AST-008820,Database,Operations,0,2,1,Low
AST-008821,Server,Operations,0,2,1,Medium
AST-008822,Cloud_Storage,Sales,0,5,2,Critical
AST-008823,Server,Marketing,1,2,4,High
AST-008824,Server,Operations,1,4,1,High
AST-008825,Network_Device,Marketing,0,1,1,Low
AST-008826,Database,Marketing,0,2,1,Medium
AST-008827,Workstation,Sales,0,1,1,Low
AST-008828,Database,Marketing,1,2,1,Medium
AST-008829,Database,Engineering,1,2,1,Medium
AST-008830,Server,Finance,0,1,2,Medium
AST-008831,Database,Sales,1,3,4,Critical
AST-008832,Workstation,Finance,0,2,3,Medium
AST-008833,Workstation,Engineering,0,1,3,Low
AST-008834,Workstation,HR,1,2,1,Medium
AST-008835,Cloud_Storage,HR,0,3,1,Medium
AST-008836,Server,Operations,1,1,2,Medium
AST-008837,Workstation,HR,0,1,2,Low
AST-008838,Workstation,Sales,0,3,2,Critical
AST-008839,Cloud_Storage,HR,0,5,1,Critical
AST-008840,Server,Sales,0,1,1,Low
AST-008841,Workstation,Sales,0,4,1,High
AST-008842,Network_Device,Finance,0,1,1,Medium
AST-008843,Server,HR,0,4,1,High
AST-008844,Network_Device,Marketing,0,2,3,High
AST-008845,Server,HR,1,4,1,Low
AST-008846,Workstation,HR,0,3,3,High
AST-008847,Cloud_Storage,HR,0,1,3,High
AST-008848,Workstation,Operations,0,1,2,Low
AST-008849,Workstation,Marketing,0,2,4,High
AST-008850,Server,Marketing,0,1,1,Low
AST-008851,Cloud_Storage,Sales,0,2,2,High
AST-008852,Workstation,Marketing,0,5,3,Critical
AST-008853,Server,Sales,0,1,1,Low
AST-008854,Workstation,Finance,0,2,2,Medium
AST-008855,Workstation,Sales,1,1,1,Medium
AST-008856,Server,HR,0,2,1,Low
AST-008857,Server,Engineering,1,1,3,High
AST-008858,Server,Engineering,0,1,2,Medium
AST-008859,Workstation,Operations,0,4,1,High
AST-008860,Workstation,HR,0,3,3,High
AST-008861,Workstation,Sales,1,3,1,High
AST-008862,Network_Device,HR,0,3,3,Critical
AST-008863,Network_Device,Operations,0,2,4,High
AST-008864,Workstation,Marketing,0,3,3,Critical
AST-008865,Server,Sales,0,1,2,Medium
AST-008866,Workstation,HR,1,1,2,Low
AST-008867,Workstation,Marketing,1,1,2,Low
AST-008868,Workstation,Operations,1,1,1,Low
AST-008869,Workstation,Marketing,0,1,1,Low
AST-008870,Database,Sales,1,1,1,Medium
AST-008871,Cloud_Storage,Operations,0,2,2,Medium
AST-008872,Server,Operations,0,1,2,Low
AST-008873,Workstation,Operations,1,3,2,Medium
AST-008874,Server,Finance,0,2,2,Medium
AST-008875,Cloud_Storage,Operations,0,4,2,Critical
AST-008876,Server,Finance,0,1,2,Medium
AST-008877,Server,Marketing,0,2,1,Medium
AST-008878,Database,Finance,0,2,1,Medium
AST-008879,Database,Marketing,0,5,1,High
AST-008880,Server,Finance,1,1,2,Low
AST-008881,Workstation,Marketing,1,1,1,Low
AST-008882,Workstation,Marketing,1,1,2,Low
AST-008883,Server,Operations,0,1,1,Low
AST-008884,Database,Operations,1,2,1,Medium
AST-008885,Network_Device,Marketing,1,3,2,Medium
AST-008886,Workstation,Operations,0,1,1,Low
AST-008887,Workstation,Marketing,0,1,2,Low
AST-008888,Workstation,Operations,0,1,3,High
AST-008889,Database,Engineering,0,1,2,Medium
AST-008890,Server,Finance,0,4,2,Critical
AST-008891,Server,Marketing,0,4,2,High
AST-008892,Network_Device,HR,0,1,1,Low
AST-008893,Cloud_Storage,Operations,0,1,2,Low
AST-008894,Workstation,Operations,0,4,1,Medium
AST-008895,Server,Sales,1,1,1,Low
AST-008896,Server,HR,1,2,1,Low
AST-008897,Database,HR,0,4,2,Critical
AST-008898,Workstation,Engineering,0,2,2,Medium
AST-008899,Server,Finance,0,1,3,Low
AST-008900,Cloud_Storage,Engineering,0,1,1,Low
AST-008901,Database,Finance,0,4,1,High
AST-008902,Cloud_Storage,Marketing,1,1,2,Medium
AST-008903,Workstation,Engineering,0,1,2,Low
AST-008904,Workstation,Sales,1,3,1,High
AST-008905,Workstation,Finance,1,3,1,Medium
AST-008906,Workstation,Engineering,0,2,2,High
AST-008907,Workstation,Sales,0,1,1,Medium
AST-008908,Workstation,HR,0,2,2,High
AST-008909,Workstation,Operations,0,1,2,High
AST-008910,Cloud_Storage,Marketing,0,1,1,Low
AST-008911,Workstation,Marketing,1,3,1,Medium
AST-008912,Workstation,HR,1,1,3,Medium
AST-008913,Network_Device,Engineering,1,1,1,Low
AST-008914,Server,Operations,0,1,1,Low
AST-008915,Server,HR,0,2,2,Low
AST-008916,Workstation,Sales,0,3,2,High
AST-008917,Workstation,Operations,0,3,2,High
AST-008918,Network_Device,Finance,0,2,2,High
AST-008919,Workstation,Engineering,0,2,4,High
AST-008920,Workstation,Operations,0,2,1,Medium
AST-008921,Workstation,Finance,1,1,2,Low
AST-008922,Server,HR,1,1,2,High
AST-008923,Workstation,Marketing,0,2,1,Low
